s1,lc1(s1),lc1(lc1(s1)),lc2(s1),rc1(s1),rc1(rc1(s1)),rc2(s1),s2,lc1(s2),lc1(lc1(s2)),lc2(s2),rc1(s2),rc1(rc1(s2)),rc2(s2),s3,b1,b2,b3,s1.t,lc1(s1).t,lc1(lc1(s1)).t,lc2(s1).t,rc1(s1).t,rc1(rc1(s1)).t,rc2(s1).t,s2.t,lc1(s2).t,lc1(lc1(s2)).t,lc2(s2).t,rc1(s2).t,rc1(rc1(s2)).t,rc2(s2).t,s3.t,b1.t,b2.t,b3.t,lc1(s1).l,lc1(lc1(s1)).l,lc2(s1).l,rc1(s1).l,rc1(rc1(s1)).l,rc2(s1).l,lc1(s2).l,lc1(lc1(s2)).l,lc2(s2).l,rc1(s2).l,rc1(rc1(s2)).l,rc2(s2).l,transition
150,146,0,0,0,0,0,576,0,0,0,0,0,0,301,220,745,264,19,19,0,0,0,0,0,13,0,0,0,0,0,0,18,32,13,21,12,0,0,0,0,0,0,0,0,0,0,0,17
150,576,0,146,0,0,0,301,746,0,615,0,0,0,1,220,745,264,19,13,0,19,0,0,0,18,10,0,18,0,0,0,0,32,13,21,9,0,12,0,0,0,18,0,12,0,0,0,54
301,746,0,615,150,0,0,1,0,0,0,0,0,0,0,220,745,264,18,10,0,18,19,0,0,0,0,0,0,0,0,0,0,32,13,21,18,0,12,27,0,0,0,0,0,0,0,0,0
220,0,0,0,0,0,0,301,746,0,615,150,0,0,1,745,264,431,32,0,0,0,0,0,0,18,10,0,18,19,0,0,0,13,21,32,0,0,0,0,0,0,18,0,12,27,0,0,61
220,301,746,0,0,0,0,1,0,0,0,0,0,0,0,745,264,431,32,18,10,0,0,0,0,0,0,0,0,0,0,0,0,13,21,32,31,18,0,0,0,0,0,0,0,0,0,0,0
745,0,0,0,0,0,0,220,301,746,0,0,0,0,1,264,431,329,13,0,0,0,0,0,0,32,18,10,0,0,0,0,0,21,32,34,0,0,0,0,0,0,31,18,0,0,0,0,0
264,0,0,0,0,0,0,745,0,0,0,0,0,0,220,431,329,33,21,0,0,0,0,0,0,13,0,0,0,0,0,0,32,32,34,9,0,0,0,0,0,0,0,0,0,0,0,0,0
431,0,0,0,0,0,0,264,0,0,0,0,0,0,745,329,33,608,32,0,0,0,0,0,0,21,0,0,0,0,0,0,13,34,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0
329,0,0,0,0,0,0,431,0,0,0,0,0,0,264,33,608,468,34,0,0,0,0,0,0,32,0,0,0,0,0,0,21,9,18,13,0,0,0,0,0,0,0,0,0,0,0,0,13
329,431,0,0,0,0,0,264,0,0,0,0,0,0,745,33,608,468,34,32,0,0,0,0,0,21,0,0,0,0,0,0,13,9,18,13,7,0,0,0,0,0,0,0,0,0,0,0,61
329,264,0,431,0,0,0,745,0,0,0,0,0,0,220,33,608,468,34,21,0,32,0,0,0,13,0,0,0,0,0,0,32,9,18,13,31,0,7,0,0,0,0,0,0,0,0,0,45
329,745,0,264,0,0,0,220,301,746,0,0,0,0,1,33,608,468,34,13,0,21,0,0,0,32,18,10,0,0,0,0,0,9,18,13,23,0,31,0,0,0,31,18,0,0,0,0,0
33,0,0,0,0,0,0,329,745,0,264,0,0,0,220,608,468,139,9,0,0,0,0,0,0,34,13,0,21,0,0,0,32,18,13,19,0,0,0,0,0,0,23,0,31,0,0,0,0
608,0,0,0,0,0,0,33,0,0,0,0,0,0,329,468,139,9,18,0,0,0,0,0,0,9,0,0,0,0,0,0,34,13,19,2,0,0,0,0,0,0,0,0,0,0,0,0,65
608,33,0,0,0,0,0,329,745,0,264,0,0,0,220,468,139,9,18,9,0,0,0,0,0,34,13,0,21,0,0,0,32,13,19,2,33,0,0,0,0,0,23,0,31,0,0,0,40
329,745,0,264,608,0,0,220,301,746,0,0,0,0,1,468,139,9,34,13,0,21,18,0,0,32,18,10,0,0,0,0,0,13,19,2,23,0,31,20,0,0,31,18,0,0,0,0,0
468,0,0,0,0,0,0,329,745,0,264,608,0,0,220,139,9,807,13,0,0,0,0,0,0,34,13,0,21,18,0,0,32,19,2,13,0,0,0,0,0,0,23,0,31,20,0,0,0
139,0,0,0,0,0,0,468,0,0,0,0,0,0,329,9,807,748,19,0,0,0,0,0,0,13,0,0,0,0,0,0,34,2,13,11,0,0,0,0,0,0,0,0,0,0,0,0,17
139,468,0,0,0,0,0,329,745,0,264,608,0,0,220,9,807,748,19,13,0,0,0,0,0,34,13,0,21,18,0,0,32,2,13,11,9,0,0,0,0,0,23,0,31,20,0,0,54
329,745,0,264,139,0,608,220,301,746,0,0,0,0,1,9,807,748,34,13,0,21,19,0,18,32,18,10,0,0,0,0,0,2,13,11,23,0,31,27,0,20,31,18,0,0,0,0,0
9,0,0,0,0,0,0,329,745,0,264,139,0,608,220,807,748,431,2,0,0,0,0,0,0,34,13,0,21,19,0,18,32,13,11,32,0,0,0,0,0,0,23,0,31,27,0,20,70
329,745,0,264,9,0,139,220,301,746,0,0,0,0,1,807,748,431,34,13,0,21,2,0,19,32,18,10,0,0,0,0,0,13,11,32,23,0,31,35,0,27,31,18,0,0,0,0,0
807,0,0,0,0,0,0,329,745,0,264,9,0,139,220,748,431,245,13,0,0,0,0,0,0,34,13,0,21,2,0,19,32,11,32,34,0,0,0,0,0,0,23,0,31,35,0,27,0
748,0,0,0,0,0,0,807,0,0,0,0,0,0,329,431,245,191,11,0,0,0,0,0,0,13,0,0,0,0,0,0,34,32,34,10,0,0,0,0,0,0,0,0,0,0,0,0,0
431,0,0,0,0,0,0,748,0,0,0,0,0,0,807,245,191,253,32,0,0,0,0,0,0,11,0,0,0,0,0,0,13,34,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0
245,0,0,0,0,0,0,431,0,0,0,0,0,0,748,191,253,492,34,0,0,0,0,0,0,32,0,0,0,0,0,0,11,10,14,18,0,0,0,0,0,0,0,0,0,0,0,0,13
245,431,0,0,0,0,0,748,0,0,0,0,0,0,807,191,253,492,34,32,0,0,0,0,0,11,0,0,0,0,0,0,13,10,14,18,7,0,0,0,0,0,0,0,0,0,0,0,41
245,748,0,431,0,0,0,807,0,0,0,0,0,0,329,191,253,492,34,11,0,32,0,0,0,13,0,0,0,0,0,0,34,10,14,18,21,0,7,0,0,0,0,0,0,0,0,0,45
245,807,0,748,0,0,0,329,745,0,264,9,0,139,220,191,253,492,34,13,0,11,0,0,0,34,13,0,21,2,0,19,32,10,14,18,23,0,21,0,0,0,23,0,31,35,0,27,0
191,0,0,0,0,0,0,245,807,0,748,0,0,0,329,253,492,468,10,0,0,0,0,0,0,34,13,0,11,0,0,0,34,14,18,13,0,0,0,0,0,0,23,0,21,0,0,0,0
253,0,0,0,0,0,0,191,0,0,0,0,0,0,245,492,468,746,14,0,0,0,0,0,0,10,0,0,0,0,0,0,34,18,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0
492,0,0,0,0,0,0,253,0,0,0,0,0,0,191,468,746,573,18,0,0,0,0,0,0,14,0,0,0,0,0,0,10,13,10,18,0,0,0,0,0,0,0,0,0,0,0,0,9
492,253,0,0,0,0,0,191,0,0,0,0,0,0,245,468,746,573,18,14,0,0,0,0,0,10,0,0,0,0,0,0,34,13,10,18,5,0,0,0,0,0,0,0,0,0,0,0,35
492,191,0,253,0,0,0,245,807,0,748,0,0,0,329,468,746,573,18,10,0,14,0,0,0,34,13,0,11,0,0,0,34,13,10,18,18,0,5,0,0,0,23,0,21,0,0,0,0
468,0,0,0,0,0,0,492,191,0,253,0,0,0,245,746,573,576,13,0,0,0,0,0,0,18,10,0,14,0,0,0,34,10,18,13,0,0,0,0,0,0,18,0,5,0,0,0,0
746,0,0,0,0,0,0,468,0,0,0,0,0,0,492,573,576,498,10,0,0,0,0,0,0,13,0,0,0,0,0,0,18,18,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0
573,0,0,0,0,0,0,746,0,0,0,0,0,0,468,576,498,11,18,0,0,0,0,0,0,10,0,0,0,0,0,0,13,13,21,5,0,0,0,0,0,0,0,0,0,0,0,0,35
573,746,0,0,0,0,0,468,0,0,0,0,0,0,492,576,498,11,18,10,0,0,0,0,0,13,0,0,0,0,0,0,18,13,21,5,18,0,0,0,0,0,0,0,0,0,0,0,17
573,468,0,746,0,0,0,492,191,0,253,0,0,0,245,576,498,11,18,13,0,10,0,0,0,18,10,0,14,0,0,0,34,13,21,5,9,0,18,0,0,0,18,0,5,0,0,0,0
576,0,0,0,0,0,0,573,468,0,746,0,0,0,492,498,11,0,13,0,0,0,0,0,0,18,13,0,10,0,0,0,18,21,5,0,0,0,0,0,0,0,9,0,18,0,0,0,0
498,0,0,0,0,0,0,576,0,0,0,0,0,0,573,11,0,0,21,0,0,0,0,0,0,13,0,0,0,0,0,0,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
498,576,0,0,0,0,0,573,468,0,746,0,0,0,492,11,0,0,21,13,0,0,0,0,0,18,13,0,10,0,0,0,18,5,0,0,9,0,0,0,0,0,9,0,18,0,0,0,54
573,468,0,746,498,0,0,492,191,0,253,0,0,0,245,11,0,0,18,13,0,10,21,0,0,18,10,0,14,0,0,0,34,5,0,0,9,0,18,27,0,0,18,0,5,0,0,0,54
492,191,0,253,573,498,0,245,807,0,748,0,0,0,329,11,0,0,18,10,0,14,18,21,0,34,13,0,11,0,0,0,34,5,0,0,18,0,5,27,27,0,23,0,21,0,0,0,62
245,807,0,748,492,573,0,329,745,0,264,9,0,139,220,11,0,0,34,13,0,11,18,18,0,34,13,0,21,2,0,19,32,5,0,0,23,0,21,31,27,0,23,0,31,35,0,27,6
329,745,0,264,245,492,9,220,301,746,0,0,0,0,1,11,0,0,34,13,0,21,34,18,2,32,18,10,0,0,0,0,0,5,0,0,23,0,31,3,31,35,31,18,0,0,0,0,22
220,301,746,0,329,245,0,1,0,0,0,0,0,0,0,11,0,0,32,18,10,0,34,34,0,0,0,0,0,0,0,0,0,5,0,0,31,18,0,11,3,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,220,301,746,0,329,245,0,1,0,0,0,5,0,0,0,0,0,0,32,18,10,0,34,34,0,0,0,0,0,0,0,0,0,0,0,31,18,0,11,3,0,70
220,301,746,0,11,0,329,1,0,0,0,0,0,0,0,0,0,0,32,18,10,0,5,0,34,0,0,0,0,0,0,0,0,0,0,0,31,18,0,35,0,11,0,0,0,0,0,0,73
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582,185,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0
582,0,0,0,0,0,0,1,0,0,0,0,0,0,0,185,425,431,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,32,0,0,0,0,0,0,0,0,0,0,0,0,0
185,0,0,0,0,0,0,582,0,0,0,0,0,0,1,425,431,497,19,0,0,0,0,0,0,13,0,0,0,0,0,0,0,21,32,34,0,0,0,0,0,0,0,0,0,0,0,0,17
185,582,0,0,0,0,0,1,0,0,0,0,0,0,0,425,431,497,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,21,32,34,9,0,0,0,0,0,0,0,0,0,0,0,0
425,0,0,0,0,0,0,185,582,0,0,0,0,0,1,431,497,191,21,0,0,0,0,0,0,19,13,0,0,0,0,0,0,32,34,10,0,0,0,0,0,0,9,0,0,0,0,0,0
431,0,0,0,0,0,0,425,0,0,0,0,0,0,185,497,191,315,32,0,0,0,0,0,0,21,0,0,0,0,0,0,19,34,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0
497,0,0,0,0,0,0,431,0,0,0,0,0,0,425,191,315,730,34,0,0,0,0,0,0,32,0,0,0,0,0,0,21,10,14,18,0,0,0,0,0,0,0,0,0,0,0,0,13
497,431,0,0,0,0,0,425,0,0,0,0,0,0,185,191,315,730,34,32,0,0,0,0,0,21,0,0,0,0,0,0,19,10,14,18,7,0,0,0,0,0,0,0,0,0,0,0,61
497,425,0,431,0,0,0,185,582,0,0,0,0,0,1,191,315,730,34,21,0,32,0,0,0,19,13,0,0,0,0,0,0,10,14,18,31,0,7,0,0,0,9,0,0,0,0,0,53
497,185,582,425,0,0,0,1,0,0,0,0,0,0,0,191,315,730,34,19,13,21,0,0,0,0,0,0,0,0,0,0,0,10,14,18,27,9,31,0,0,0,0,0,0,0,0,0,0
191,0,0,0,0,0,0,497,185,582,425,0,0,0,1,315,730,219,10,0,0,0,0,0,0,34,19,13,21,0,0,0,0,14,18,8,0,0,0,0,0,0,27,9,31,0,0,0,0
315,0,0,0,0,0,0,191,0,0,0,0,0,0,497,730,219,432,14,0,0,0,0,0,0,10,0,0,0,0,0,0,34,18,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0
730,0,0,0,0,0,0,315,0,0,0,0,0,0,191,219,432,814,18,0,0,0,0,0,0,14,0,0,0,0,0,0,10,8,25,18,0,0,0,0,0,0,0,0,0,0,0,0,9
730,315,0,0,0,0,0,191,0,0,0,0,0,0,497,219,432,814,18,14,0,0,0,0,0,10,0,0,0,0,0,0,34,8,25,18,5,0,0,0,0,0,0,0,0,0,0,0,35
730,191,0,315,0,0,0,497,185,582,425,0,0,0,1,219,432,814,18,10,0,14,0,0,0,34,19,13,21,0,0,0,0,8,25,18,18,0,5,0,0,0,27,9,31,0,0,0,0
219,0,0,0,0,0,0,730,191,0,315,0,0,0,497,432,814,809,8,0,0,0,0,0,0,18,10,0,14,0,0,0,34,25,18,13,0,0,0,0,0,0,18,0,5,0,0,0,20
730,191,0,315,219,0,0,497,185,582,425,0,0,0,1,432,814,809,18,10,0,14,8,0,0,34,19,13,21,0,0,0,0,25,18,13,18,0,5,10,0,0,27,9,31,0,0,0,0
432,0,0,0,0,0,0,730,191,0,315,219,0,0,497,814,809,750,25,0,0,0,0,0,0,18,10,0,14,8,0,0,34,18,13,24,0,0,0,0,0,0,18,0,5,10,0,0,0
814,0,0,0,0,0,0,432,0,0,0,0,0,0,730,809,750,245,18,0,0,0,0,0,0,25,0,0,0,0,0,0,18,13,24,32,0,0,0,0,0,0,0,0,0,0,0,0,57
814,432,0,0,0,0,0,730,191,0,315,219,0,0,497,809,750,245,18,25,0,0,0,0,0,18,10,0,14,8,0,0,34,13,24,32,29,0,0,0,0,0,18,0,5,10,0,0,28
730,191,0,315,814,0,219,497,185,582,425,0,0,0,1,809,750,245,18,10,0,14,18,0,8,34,19,13,21,0,0,0,0,13,24,32,18,0,5,14,0,10,27,9,31,0,0,0,40
497,185,582,425,730,814,0,1,0,0,0,0,0,0,0,809,750,245,34,19,13,21,18,18,0,0,0,0,0,0,0,0,0,13,24,32,27,9,31,20,14,0,0,0,0,0,0,0,0
809,0,0,0,0,0,0,497,185,582,425,730,814,0,1,750,245,582,13,0,0,0,0,0,0,34,19,13,21,18,18,0,0,24,32,13,0,0,0,0,0,0,27,9,31,20,14,0,0
750,0,0,0,0,0,0,809,0,0,0,0,0,0,497,245,582,750,24,0,0,0,0,0,0,13,0,0,0,0,0,0,34,32,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0
245,0,0,0,0,0,0,750,0,0,0,0,0,0,809,582,750,797,32,0,0,0,0,0,0,24,0,0,0,0,0,0,13,13,25,18,0,0,0,0,0,0,0,0,0,0,0,0,0
582,0,0,0,0,0,0,245,0,0,0,0,0,0,750,750,797,445,13,0,0,0,0,0,0,32,0,0,0,0,0,0,24,25,18,26,0,0,0,0,0,0,0,0,0,0,0,0,0
750,0,0,0,0,0,0,582,0,0,0,0,0,0,245,797,445,11,25,0,0,0,0,0,0,13,0,0,0,0,0,0,32,18,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0
797,0,0,0,0,0,0,750,0,0,0,0,0,0,582,445,11,0,18,0,0,0,0,0,0,25,0,0,0,0,0,0,13,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,57
797,750,0,0,0,0,0,582,0,0,0,0,0,0,245,445,11,0,18,25,0,0,0,0,0,13,0,0,0,0,0,0,32,26,5,0,29,0,0,0,0,0,0,0,0,0,0,0,17
797,582,0,750,0,0,0,245,0,0,0,0,0,0,750,445,11,0,18,13,0,25,0,0,0,32,0,0,0,0,0,0,24,26,5,0,9,0,29,0,0,0,0,0,0,0,0,0,29
797,245,0,582,0,0,0,750,0,0,0,0,0,0,809,445,11,0,18,32,0,13,0,0,0,24,0,0,0,0,0,0,13,26,5,0,15,0,9,0,0,0,0,0,0,0,0,0,61
797,750,0,245,0,0,0,809,0,0,0,0,0,0,497,445,11,0,18,24,0,32,0,0,0,13,0,0,0,0,0,0,34,26,5,0,31,0,15,0,0,0,0,0,0,0,0,0,45
797,809,0,750,0,0,0,497,185,582,425,730,814,0,1,445,11,0,18,13,0,24,0,0,0,34,19,13,21,18,18,0,0,26,5,0,23,0,31,0,0,0,27,9,31,20,14,0,0
445,0,0,0,0,0,0,797,809,0,750,0,0,0,497,11,0,0,26,0,0,0,0,0,0,18,13,0,24,0,0,0,34,5,0,0,0,0,0,0,0,0,23,0,31,0,0,0,8
797,809,0,750,445,0,0,497,185,582,425,730,814,0,1,11,0,0,18,13,0,24,26,0,0,34,19,13,21,18,18,0,0,5,0,0,23,0,31,4,0,0,27,9,31,20,14,0,6
497,185,582,425,797,445,730,1,0,0,0,0,0,0,0,11,0,0,34,19,13,21,18,26,18,0,0,0,0,0,0,0,0,5,0,0,27,9,31,3,4,20,0,0,0,0,0,0,0
11,0,0,0,0,0,0,497,185,582,425,797,445,730,1,0,0,0,5,0,0,0,0,0,0,34,19,13,21,18,26,18,0,0,0,0,0,0,0,0,0,0,27,9,31,3,4,20,70
497,185,582,425,11,0,797,1,0,0,0,0,0,0,0,0,0,0,34,19,13,21,5,0,18,0,0,0,0,0,0,0,0,0,0,0,27,9,31,35,0,3,0,0,0,0,0,0,73
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,171,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0
468,0,0,0,0,0,0,1,0,0,0,0,0,0,0,171,9,131,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0
171,0,0,0,0,0,0,468,0,0,0,0,0,0,1,9,131,150,19,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,19,19,0,0,0,0,0,0,0,0,0,0,0,0,17
171,468,0,0,0,0,0,1,0,0,0,0,0,0,0,9,131,150,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,19,9,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,171,468,0,0,0,0,0,1,131,150,9,2,0,0,0,0,0,0,19,13,0,0,0,0,0,0,19,19,2,0,0,0,0,0,0,9,0,0,0,0,0,70
171,468,0,0,9,0,0,1,0,0,0,0,0,0,0,131,150,9,19,13,0,0,2,0,0,0,0,0,0,0,0,0,0,19,19,2,9,0,0,35,0,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,171,468,0,0,9,0,0,1,150,9,778,19,0,0,0,0,0,0,19,13,0,0,2,0,0,0,19,2,9,0,0,0,0,0,0,9,0,0,35,0,0,0
150,0,0,0,0,0,0,131,0,0,0,0,0,0,171,9,778,278,19,0,0,0,0,0,0,19,0,0,0,0,0,0,19,2,9,18,0,0,0,0,0,0,0,0,0,0,0,0,23
150,131,0,0,0,0,0,171,468,0,0,9,0,0,1,9,778,278,19,19,0,0,0,0,0,19,13,0,0,2,0,0,0,2,9,18,12,0,0,0,0,0,9,0,0,35,0,0,12
171,468,0,0,150,0,9,1,0,0,0,0,0,0,0,9,778,278,19,13,0,0,19,0,2,0,0,0,0,0,0,0,0,2,9,18,9,0,0,6,0,35,0,0,0,0,0,0,0
9,0,0,0,0,0,0,171,468,0,0,150,0,9,1,778,278,265,2,0,0,0,0,0,0,19,13,0,0,19,0,2,0,9,18,18,0,0,0,0,0,0,9,0,0,6,0,35,0
778,0,0,0,0,0,0,9,0,0,0,0,0,0,171,278,265,245,9,0,0,0,0,0,0,2,0,0,0,0,0,0,19,18,18,32,0,0,0,0,0,0,0,0,0,0,0,0,0
278,0,0,0,0,0,0,778,0,0,0,0,0,0,9,265,245,347,18,0,0,0,0,0,0,9,0,0,0,0,0,0,2,18,32,34,0,0,0,0,0,0,0,0,0,0,0,0,0
265,0,0,0,0,0,0,278,0,0,0,0,0,0,778,245,347,247,18,0,0,0,0,0,0,18,0,0,0,0,0,0,9,32,34,13,0,0,0,0,0,0,0,0,0,0,0,0,23
265,278,0,0,0,0,0,778,0,0,0,0,0,0,9,245,347,247,18,18,0,0,0,0,0,9,0,0,0,0,0,0,2,32,34,13,12,0,0,0,0,0,0,0,0,0,0,0,65
265,778,0,278,0,0,0,9,0,0,0,0,0,0,171,245,347,247,18,9,0,18,0,0,0,2,0,0,0,0,0,0,19,32,34,13,33,0,12,0,0,0,0,0,0,0,0,0,0
245,0,0,0,0,0,0,265,778,0,278,0,0,0,9,347,247,750,32,0,0,0,0,0,0,18,9,0,18,0,0,0,2,34,13,24,0,0,0,0,0,0,33,0,12,0,0,0,0
347,0,0,0,0,0,0,245,0,0,0,0,0,0,265,247,750,316,34,0,0,0,0,0,0,32,0,0,0,0,0,0,18,13,24,17,0,0,0,0,0,0,0,0,0,0,0,0,15
347,245,0,0,0,0,0,265,778,0,278,0,0,0,9,247,750,316,34,32,0,0,0,0,0,18,9,0,18,0,0,0,2,13,24,17,8,0,0,0,0,0,33,0,12,0,0,0,63
347,265,778,245,0,0,0,9,0,0,0,0,0,0,171,247,750,316,34,18,9,32,0,0,0,2,0,0,0,0,0,0,19,13,24,17,32,33,8,0,0,0,0,0,0,0,0,0,69
347,9,0,265,0,0,0,171,468,0,0,150,0,9,1,247,750,316,34,2,0,18,0,0,0,19,13,0,0,19,0,2,0,13,24,17,35,0,32,0,0,0,9,0,0,6,0,35,53
347,171,468,9,0,0,0,1,0,0,0,0,0,0,0,247,750,316,34,19,13,2,0,0,0,0,0,0,0,0,0,0,0,13,24,17,27,9,35,0,0,0,0,0,0,0,0,0,0
247,0,0,0,0,0,0,347,171,468,9,0,0,0,1,750,316,245,13,0,0,0,0,0,0,34,19,13,2,0,0,0,0,24,17,31,0,0,0,0,0,0,27,9,35,0,0,0,0
750,0,0,0,0,0,0,247,0,0,0,0,0,0,347,316,245,341,24,0,0,0,0,0,0,13,0,0,0,0,0,0,34,17,31,34,0,0,0,0,0,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,750,0,0,0,0,0,0,247,245,341,11,17,0,0,0,0,0,0,24,0,0,0,0,0,0,13,31,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0
245,0,0,0,0,0,0,316,0,0,0,0,0,0,750,341,11,0,31,0,0,0,0,0,0,17,0,0,0,0,0,0,24,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,0,0,0,0,0,0,245,0,0,0,0,0,0,316,11,0,0,34,0,0,0,0,0,0,31,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
341,245,0,0,0,0,0,316,0,0,0,0,0,0,750,11,0,0,34,31,0,0,0,0,0,17,0,0,0,0,0,0,24,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,13
341,316,0,245,0,0,0,750,0,0,0,0,0,0,247,11,0,0,34,17,0,31,0,0,0,24,0,0,0,0,0,0,13,5,0,0,7,0,8,0,0,0,0,0,0,0,0,0,63
341,750,0,316,0,0,0,247,0,0,0,0,0,0,347,11,0,0,34,24,0,17,0,0,0,13,0,0,0,0,0,0,34,5,0,0,32,0,7,0,0,0,0,0,0,0,0,0,45
341,247,0,750,0,0,0,347,171,468,9,0,0,0,1,11,0,0,34,13,0,24,0,0,0,34,19,13,2,0,0,0,0,5,0,0,23,0,32,0,0,0,27,9,35,0,0,0,6
347,171,468,9,341,0,0,1,0,0,0,0,0,0,0,11,0,0,34,19,13,2,34,0,0,0,0,0,0,0,0,0,0,5,0,0,27,9,35,3,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,347,171,468,9,341,0,0,1,0,0,0,5,0,0,0,0,0,0,34,19,13,2,34,0,0,0,0,0,0,0,0,0,0,0,0,27,9,35,3,0,0,70
347,171,468,9,11,0,341,1,0,0,0,0,0,0,0,0,0,0,34,19,13,2,5,0,34,0,0,0,0,0,0,0,0,0,0,0,27,9,35,35,0,3,0,0,0,0,0,0,73
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,131,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,131,245,468,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,36,13,0,0,0,0,0,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,7,0,0,0,0,0,0,1,245,468,712,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,36,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0
245,0,0,0,0,0,0,131,0,0,0,0,0,0,7,468,712,118,36,0,0,0,0,0,0,19,0,0,0,0,0,0,3,13,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0
468,0,0,0,0,0,0,245,0,0,0,0,0,0,131,712,118,219,13,0,0,0,0,0,0,36,0,0,0,0,0,0,19,14,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0
712,0,0,0,0,0,0,468,0,0,0,0,0,0,245,118,219,431,14,0,0,0,0,0,0,13,0,0,0,0,0,0,36,19,8,36,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0,0,0,0,0,0,712,0,0,0,0,0,0,468,219,431,191,19,0,0,0,0,0,0,14,0,0,0,0,0,0,13,8,36,10,0,0,0,0,0,0,0,0,0,0,0,0,9
118,712,0,0,0,0,0,468,0,0,0,0,0,0,245,219,431,191,19,14,0,0,0,0,0,13,0,0,0,0,0,0,36,8,36,10,5,0,0,0,0,0,0,0,0,0,0,0,17
118,468,0,712,0,0,0,245,0,0,0,0,0,0,131,219,431,191,19,13,0,14,0,0,0,36,0,0,0,0,0,0,19,8,36,10,9,0,5,0,0,0,0,0,0,0,0,0,29
118,245,0,468,0,0,0,131,0,0,0,0,0,0,7,219,431,191,19,36,0,13,0,0,0,19,0,0,0,0,0,0,3,8,36,10,15,0,9,0,0,0,0,0,0,0,0,0,61
118,131,0,245,0,0,0,7,0,0,0,0,0,0,1,219,431,191,19,19,0,36,0,0,0,3,0,0,0,0,0,0,0,8,36,10,31,0,15,0,0,0,0,0,0,0,0,0,69
118,7,0,131,0,0,0,1,0,0,0,0,0,0,0,219,431,191,19,3,0,19,0,0,0,0,0,0,0,0,0,0,0,8,36,10,35,0,31,0,0,0,0,0,0,0,0,0,0
219,0,0,0,0,0,0,118,7,0,131,0,0,0,1,431,191,598,8,0,0,0,0,0,0,19,3,0,19,0,0,0,0,36,10,26,0,0,0,0,0,0,35,0,31,0,0,0,20
118,7,0,131,219,0,0,1,0,0,0,0,0,0,0,431,191,598,19,3,0,19,8,0,0,0,0,0,0,0,0,0,0,36,10,26,35,0,31,10,0,0,0,0,0,0,0,0,0
431,0,0,0,0,0,0,118,7,0,131,219,0,0,1,191,598,689,36,0,0,0,0,0,0,19,3,0,19,8,0,0,0,10,26,14,0,0,0,0,0,0,35,0,31,10,0,0,0
191,0,0,0,0,0,0,431,0,0,0,0,0,0,118,598,689,616,10,0,0,0,0,0,0,36,0,0,0,0,0,0,19,26,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0
598,0,0,0,0,0,0,191,0,0,0,0,0,0,431,689,616,9,26,0,0,0,0,0,0,10,0,0,0,0,0,0,36,14,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0
